职位名字,公司名字,公司类型,薪资,地区,工作年限,发布日期,福利,经验,学历,所属行业
3D点云处理算法工程师,盎锐（上海）信息科技有限公司,外资（非欧美）,1.5-2万/月,成都-高新区,5,2021-10-26 17:35:39,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
算法工程师--光学动捕,成都数字天空科技有限公司,民营公司,1.5-2.5万/月,成都,4,2021-10-26 16:29:52,五险一金 补充医疗保险 定期体检 专业培训 试用期全薪,2年经验,硕士,网络游戏
算法工程师（成都）,上海华讯网络系统有限公司,国企,1-2万/月,成都-锦江区,4,2021-10-26 16:22:18,五险一金 补充医疗保险 补充公积金 交通补贴 通讯补贴 年终奖金 定期体检,2年经验,本科,计算机服务(系统、数据服务、维修)
视觉算法工程师——算法（成都）,上海华讯网络系统有限公司,国企,1.5-3万/月,成都-锦江区,5,2021-10-26 16:22:03,五险一金 补充医疗保险 补充公积金 交通补贴 通讯补贴 专业培训 绩效奖金 定期体检,3-4年经验,本科,计算机服务(系统、数据服务、维修)
算法工程师,上海久航电子有限公司,民营公司,0.8-1.6万/月,成都-青羊区,4,2021-10-26 16:18:59,补充医疗保险 补充公积金 专业培训 餐饮补贴 定期体检 绩效奖金 年终奖金 员工旅游,2年经验,本科,电子技术/半导体/集成电路
图像算法工程师,上海久航电子有限公司,民营公司,0.8-1.5万/月,成都-青羊区,5,2021-10-26 16:18:59,补充医疗保险 补充公积金 专业培训 绩效奖金 餐饮补贴 年终奖金 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
算法工程师,成都盟升电子技术股份有限公司,上市公司,1.5-3万/月,成都,3,2021-10-26 16:03:31,五险一金 餐饮补贴 定期体检 绩效奖金 年终奖金 员工旅游 过节费,1年经验,本科,电子技术/半导体/集成电路
雷达算法工程师,广州市埃特斯通讯设备有限公司,民营公司,1.5-2.5万/月,广州,3,2021-10-26 15:43:09,,1年经验,本科,通信/电信/网络设备
高级深度学习算法工程师,成都国铁电气设备有限公司,民营公司,1.2-2万/月,成都-双流区,5,2021-10-26 15:38:20,五险一金 年终奖金 绩效奖金 定期体检 节日福利 专业培训 带薪假 全勤奖 年度旅游 专项奖金,3-4年经验,本科,电子技术/半导体/集成电路
深度学习算法工程师,成都家有为力机器人技术有限公司,民营公司,1.5-3万/月,成都-高新区,4,2021-10-26 15:09:00,五险一金 交通补贴 餐饮补贴 专业培训 周末双休 带薪年假 弹性工作,2年经验,本科,计算机硬件
图像算法工程师,成都家有为力机器人技术有限公司,民营公司,1.5-2.5万/月,成都-高新区,5,2021-10-26 15:09:00,五险一金 交通补贴 餐饮补贴 专业培训 周末双休 带薪年假 弹性工作,3-4年经验,本科,计算机硬件
slam算法工程师,成都家有为力机器人技术有限公司,民营公司,2-3.5万/月,成都-高新区,4,2021-10-26 15:09:00,五险一金 交通补贴 餐饮补贴 专业培训 周末双休 带薪年假 弹性工作,2年经验,本科,计算机硬件
算法工程师,成都家有为力机器人技术有限公司,民营公司,1.8-3万/月,成都-高新区,4,2021-10-26 15:09:00,五险一金 交通补贴 餐饮补贴 专业培训 周末双休 带薪年假 弹性工作,2年经验,本科,计算机硬件
算法工程师,四川丹诺迪科技有限公司,民营公司,0.8-1.5万/月,成都-高新区,10,2021-10-26 14:26:40,,无需经验,本科,制药/生物工程
机器学习算法工程师1,成都图影视讯科技有限公司,民营公司,0.8-1.5万/月,成都-高新区,4,2021-10-26 13:00:01,五险一金 年终奖金 员工旅游 弹性工作,2年经验,硕士,电子技术/半导体/集成电路
算法工程师,成都思腾数联信息技术有限公司,外资（欧美）,1.5-2万/月,成都-高新区,5,2021-10-26 11:59:19,五险一金 补充公积金 绩效奖金 交通补贴 餐饮补贴 补充医疗保险 弹性工作,3-4年经验,本科,计算机软件
图像算法工程师,四川伯乐帮科技有限公司,民营公司,2-3万/月,成都-高新区,5,2021-10-26 11:26:45,绩效奖金 五险一金 年终奖金,3-4年经验,硕士,互联网/电子商务
VSLAM算法工程师,四川伯乐帮科技有限公司,民营公司,1.5-2.5万/月,成都-高新区,5,2021-10-26 11:26:30,绩效奖金 五险一金 年终奖金,3-4年经验,硕士,互联网/电子商务
运控制算法工程师,四川伯乐帮科技有限公司,民营公司,1.5-2.5万/月,成都-高新区,5,2021-10-26 11:26:30,绩效奖金 五险一金 年终奖金,3-4年经验,硕士,互联网/电子商务
CV算法工程师,四川伯乐帮科技有限公司,民营公司,1.5-2.5万/月,成都-高新区,5,2021-10-26 11:26:30,绩效奖金 五险一金 年终奖金,3-4年经验,硕士,互联网/电子商务
飞行控制率算法工程师,四川伯乐帮科技有限公司,民营公司,15-25万/年,成都-郫都区,5,2021-10-26 11:25:10,五险一金 交通补贴 餐饮补贴 通讯补贴 年终奖金,3-4年经验,本科,互联网/电子商务
图像算法开发工程师,四川伯乐帮科技有限公司,民营公司,2-3万/月,成都-高新区,6,2021-10-26 11:25:10,五险一金,5-7年经验,本科,互联网/电子商务
AI算法工程师,四川伯乐帮科技有限公司,民营公司,2-4万/月,成都-高新区,5,2021-10-26 11:25:10,五险一金,3-4年经验,本科,互联网/电子商务
图像算法工程师,四川伯乐帮科技有限公司,民营公司,1.5-2.5万/月,成都-龙泉驿区,5,2021-10-26 11:25:10,五险一金,3-4年经验,硕士,互联网/电子商务
雷达信号处理算法工程师,四川伯乐帮科技有限公司,民营公司,1.5-2.5万/月,成都-龙泉驿区,5,2021-10-26 11:25:10,五险一金,3-4年经验,本科,互联网/电子商务
人工智能算法工程师,上海交通大学四川研究院,事业单位,1.5-2万/月,成都-双流区,4,2021-10-26 10:28:46,五险一金 专业培训 绩效奖金 定期体检 带薪年假 部门团建 生日福利,2年经验,硕士,学术/科研
多线激光slam算法工程师(J10153),深圳市普渡科技有限公司,民营公司,2-4万/月,深圳,3,2021-10-26 10:03:05,,1年经验,本科,计算机硬件
卫星导航定位算法工程师,成都华力创通科技有限公司,民营公司,1-2万/月,成都-天府新区,5,2021-10-26 09:55:17,五险一金 员工旅游 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 股票期权 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
高精度算法工程师,成都华力创通科技有限公司,民营公司,1.5-2.5万/月,成都-高新区,5,2021-10-26 09:55:17,五险一金 员工旅游 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 股票期权 定期体检,3-4年经验,硕士,电子技术/半导体/集成电路
PVT算法工程师,成都华力创通科技有限公司,民营公司,1.5-2万/月,成都-天府新区,5,2021-10-26 09:55:17,五险一金 员工旅游 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 股票期权 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
通信算法工程师,成都华力创通科技有限公司,民营公司,1.5-3万/月,成都-高新区,5,2021-10-26 09:55:17,五险一金 员工旅游 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 股票期权 定期体检,3-4年经验,硕士,电子技术/半导体/集成电路
数据算法工程师,中国电子科技集团公司第十研究所,事业单位,1.5-2万/月,成都-金牛区,4,2021-10-26 09:51:45,五险一金 补充医疗保险 通讯补贴 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 住房补贴 单身宿舍,2年经验,硕士,电子技术/半导体/集成电路
视觉算法储备工程师,成都高昕光学科技有限公司,民营公司,0.6-1万/月,成都-郫都区,10,2021-10-26 09:43:46,五险一金 交通补贴 通讯补贴 定期体检 餐饮补贴 周末双休 法定节假日,无需经验,硕士,学术/科研
算法工程师,电信科学技术第五研究所有限公司,国企,1-1.2万/月,成都,4,2021-10-26 09:41:46,五险两金 年底双薪 绩效奖金 餐饮补贴 试用期全额 全额公积金 补充医疗保险 每年多次调薪 节日福利 三甲医院体检,2年经验,本科,通信/电信/网络设备
图像算法工程师,网思科技股份有限公司,民营公司,1-2万/月,成都-武侯区,5,2021-10-26 09:27:42,弹性工作 通讯补贴 绩效奖金 员工旅游 年终奖金 餐饮补贴 节日福利 周末双休 包吃 带薪年假,3-4年经验,本科,计算机服务(系统、数据服务、维修)
算法工程师-信号分析,成都运达科技股份有限公司,上市公司,1.3-1.8万/月,成都,5,2021-10-26 09:26:05,五险一金 补充医疗保险 补充公积金 通讯补贴 交通补贴 绩效奖金 年终奖金 定期体检,3-4年经验,硕士,计算机软件
图像算法工程师,成都运达科技股份有限公司,上市公司,1.5-2.5万/月,成都,5,2021-10-26 09:25:45,五险一金 补充医疗保险 通讯补贴 交通补贴 年终奖金 定期体检 弹性工作 包吃,3-4年经验,本科,计算机软件
SLAM算法工程师,成都运达科技股份有限公司,上市公司,1.5-2万/月,成都,5,2021-10-26 09:25:45,五险一金 绩效奖金 专业培训 定期体检 员工旅游 弹性工作 交通补贴,3-4年经验,本科,计算机软件
算法工程师,四川东方水利智能装备工程股份有限公司,民营公司,0.8-1.5万/月,成都-成华区,3,2021-10-26 09:22:11,五险一金 补充医疗保险 交通补贴 年终奖金 绩效奖金 餐饮补贴 专业培训,1年经验,本科,机械/设备/重工
高级算法工程师,成都路行通信息技术有限公司,民营公司,2-5万/月,成都-高新区,6,2021-10-26 09:20:47,周末双休 带薪年假 团队活动 节日福利 五险一金 员工餐厅 年终奖金,5-7年经验,硕士,计算机服务(系统、数据服务、维修)
语音识别算法工程师,成都民航空管科技发展有限公司,国企,20-30万/年,成都-武侯区,10,2021-10-26 09:19:00,五险一金 补充医疗保险 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检,无需经验,本科,计算机软件
通信信号处理算法工程师,成都星联芯通科技有限公司,民营公司,1.5-3万/月,成都-高新区,4,2021-10-26 09:14:25,五险一金 补充医疗保险 绩效奖金 定期体检 员工旅游 交通补贴 年终奖金 专业培训 股票期权,2年经验,硕士,通信/电信/网络设备
卫星导航算法工程师（成都）,重庆天箭惯性科技股份有限公司,民营公司,1.8-2.5万/月,成都-高新区,5,2021-10-26 09:07:07,五险一金 员工旅游 餐饮补贴 定期体检 年终奖金 绩效奖金 交通补贴,3-4年经验,硕士,电子技术/半导体/集成电路
高级视觉算法工程师,四川深瑞视科技有限公司,创业公司,15-30万/年,成都-武侯区,5,2021-10-26 09:00:07,,3-4年经验,硕士,计算机软件
深度视觉算法工程师,四川深瑞视科技有限公司,创业公司,10-30万/年,成都-武侯区,4,2021-10-26 09:00:07,,2年经验,本科,计算机软件
机器学习算法工程师,成都心吉康科技有限公司,民营公司,2-3万/月,成都-高新区,4,2021-10-26 08:55:01,五险一金 股票期权 专业培训 定期体检 生日福利 节日福利 加班补助 补充医疗保险 周末双休 餐补,2年经验,本科,医疗设备/器械
深度学习算法工程师,成都利君实业股份有限公司,上市公司,1-1.5万/月,成都-武侯区,5,2021-10-26 08:53:35,五险一金 定期体检 绩效奖金 年终奖金 周末双休 节日福利,3-4年经验,硕士,机械/设备/重工
DBF算法工程师,成都振芯科技股份有限公司,民营公司,2-3万/月,成都-高新区,5,2021-10-26 08:53:00,五险一金 餐饮补贴 绩效奖金 年终奖金 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
通信算法工程师,成都振芯科技股份有限公司,民营公司,1.2-1.8万/月,成都-高新区,4,2021-10-26 08:52:50,周末双休 五险一金 绩效奖金 全勤奖 节日福利 餐饮补贴 商业保险,2年经验,本科,电子技术/半导体/集成电路
RFID算法工程师,北京御芯微科技有限公司,民营公司,1-2.5万/月,成都-高新区,4,2021-10-26 08:38:16,五险一金 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 股票期权 弹性工作,2年经验,本科,电子技术/半导体/集成电路
通信算法工程师,北京御芯微科技有限公司,民营公司,1-2.5万/月,成都-高新区,10,2021-10-26 08:38:16,五险一金 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 股票期权 弹性工作,无需经验,本科,电子技术/半导体/集成电路
机器学习/AI算法工程师,中国电子科技集团公司第十研究所,事业单位,1.5-2万/月,成都-金牛区,3,2021-10-26 04:01:15,五险一金 补充医疗保险 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 住房补贴 单身宿舍,1年经验,硕士,电子技术/半导体/集成电路
算法工程师：机器视觉领域,杭州国翌科技有限公司,民营公司,1.2-2.4万/月,成都-高新区,4,2021-10-25 11:51:30,五险一金 年终奖金 绩效奖金 定期体检 补充医疗保险 专业培训 节日福利,2年经验,本科,电子技术/半导体/集成电路
信号处理算法工程师,深圳市易探科技有限公司,民营公司,1-1.5万/月,成都-郫都区,3,2021-10-25 11:27:03,,1年经验,本科,电子技术/半导体/集成电路
旋翼控制算法工程师,成都纵横自动化技术股份有限公司,民营公司,1-2万/月,成都-高新区,5,2021-10-25 10:36:48,五险一金 年终奖金 定期体检 餐饮补贴 通讯补贴 专业培训 交通补贴,3-4年经验,本科,仪器仪表/工业自动化
遥感算法工程师,成都纵横自动化技术股份有限公司,民营公司,1-2万/月,成都-高新区,4,2021-10-25 10:36:47,五险一金 年终奖金 定期体检 餐饮补贴 通讯补贴 专业培训 交通补贴,2年经验,本科,仪器仪表/工业自动化
控制算法工程师,成都纵横自动化技术股份有限公司,民营公司,1.2-2.4万/月,成都-高新区,5,2021-10-25 10:36:45,五险一金 年终奖金 定期体检 餐饮补贴 通讯补贴 专业培训 交通补贴,3-4年经验,硕士,仪器仪表/工业自动化
C-model与算法工程师,芯原微电子（成都）有限公司,外资（欧美）,30-40万/年,成都-高新区,3,2021-10-25 09:30:27,交通补贴 餐饮补贴 健身房 下午茶,1年经验,本科,电子技术/半导体/集成电路
DSP算法/软件工程师,芯原微电子（成都）有限公司,外资（欧美）,30-40万/年,成都-高新区,4,2021-10-25 09:30:27,,2年经验,本科,电子技术/半导体/集成电路
信号处理/算法工程师,成都博宇利华科技有限公司,民营公司,1.2-2.4万/月,成都-武侯区,3,2021-10-25 09:23:42,五险一金 交通补贴 通讯补贴 年终奖金 弹性工作 专业培训 定期体检,1年经验,本科,计算机软件
python算法工程师,成都星云智联科技有限公司,国企,1-1.6万/月,成都-金牛区,5,2021-10-25 09:09:25,五险一金 专业培训 绩效奖金 年终奖金 定期体检,3-4年经验,大专,计算机软件
Python算法工程师,成都星云智联科技有限公司,国企,1-1.6万/月,成都-金牛区,5,2021-10-25 09:09:25,五险一金 专业培训 绩效奖金 年终奖金 定期体检,3-4年经验,大专,计算机软件
算法工程师,成都星云智联科技有限公司,国企,1.5-2.5万/月,成都-金牛区,5,2021-10-25 09:09:25,,3-4年经验,大专,计算机软件
优化算法研发工程师,英特工程仿真技术（大连）有限公司,民营公司,1-2万/月,大连,10,2021-10-25 08:14:12,五险一金 交通补贴 绩效奖金 年终奖金 定期体检 通讯补贴 餐饮补贴 研发奖金 专业培训 节日福利,无需经验,硕士,计算机软件
CSIG15-智能平台产品部-算法后台开发工程师（成都）,深圳市腾讯计算机系统有限公司,民营公司,,成都,5,2021-10-25 07:04:19,,3-4年经验,本科,互联网/电子商务
15575-《王者荣耀》推荐算法高级工程师（成都）,深圳市腾讯计算机系统有限公司,民营公司,,成都,5,2021-10-25 07:03:50,,3-4年经验,硕士,互联网/电子商务
15575-《王者荣耀》高级推荐算法工程师（成都）,深圳市腾讯计算机系统有限公司,民营公司,,成都,5,2021-10-25 07:03:06,,3-4年经验,硕士,互联网/电子商务
图像算法助理工程师,成都术有云视觉科技有限公司,民营公司,15-20万/年,成都-高新区,4,2021-10-24 17:25:38,,2年经验,本科,仪器仪表/工业自动化
图像算法工程师,成都术有云视觉科技有限公司,民营公司,20-30万/年,成都-高新区,6,2021-10-24 17:25:38,,5-7年经验,本科,仪器仪表/工业自动化
FPGA算法工程师,慧众行知科技（北京）有限公司,民营公司,1-2.5万/月,成都-武侯区,3,2021-10-22 17:00:34,,1年经验,本科,计算机软件
高级控制算法工程师,四川航电微能源有限公司,民营公司,19-26万/年,成都-成华区,6,2021-10-22 16:17:17,五险一金 年终奖金 福利年假 餐饮补贴 专业培训 定期体检,5-7年经验,本科,新能源
通信算法工程师,成都众享天地网络科技有限公司,民营公司,1.5-3万/月,成都-郫都区,10,2021-10-22 09:39:34,五险一金 绩效奖金 年终奖金 弹性工作 员工旅游 餐饮补贴 交通补贴 定期体检,无需经验,本科,计算机软件
C++算法工程师,成都众享天地网络科技有限公司,民营公司,1.5-3万/月,成都-郫都区,10,2021-10-22 09:39:29,员工旅游 交通补贴 餐饮补贴 绩效奖金 年终奖金 弹性工作 五险一金 定期体检,无需经验,招3人,计算机软件
点云算法工程师,北京数字绿土科技有限公司,民营公司,1.8-3.5万/月,成都-高新区,4,2021-10-22 09:11:57,五险一金 交通补贴 补充医疗保险 弹性工作 股票期权 年终奖金 绩效奖金 定期体检 员工旅游 免费班车,2年经验,本科,计算机软件
组合导航算法工程师,北京数字绿土科技有限公司,民营公司,2-4万/月,成都-高新区,4,2021-10-22 09:11:56,五险一金 交通补贴 补充医疗保险 弹性工作 股票期权 年终奖金 绩效奖金 定期体检 员工旅游 免费班车,2年经验,硕士,计算机软件
图像算法工程师,深圳安智杰科技有限公司,民营公司,0.8-1.5万/月,成都-郫都区,3,2021-10-21 21:10:23,五险一金 员工旅游 绩效奖金 定期体检,1年经验,本科,电子技术/半导体/集成电路
雷达算法工程师,深圳安智杰科技有限公司,民营公司,0.8-1.5万/月,成都-郫都区,5,2021-10-21 21:10:23,五险一金 员工旅游 绩效奖金 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
GPU算法工程师,慧众行知科技（北京）有限公司,民营公司,1-1.8万/月,成都-武侯区,5,2021-10-21 17:57:46,,3-4年经验,本科,计算机软件
